cnae,p49100_h1,p40800_h1,p40100_mas_40500_h1,p31200_h1,p32300_h1,p10000_h1,p20000_h1,target_status
1621,-755.979,-1808.2530000000002,29036.721999999998,1616.5849999999998,5841.921,28596.196,2363.596,0
4531,1048.1409999999998,-72.41199999999999,32450.093,0.0,2884.075,8817.694000000001,1167.4689999999998,0
1013,2565.4990399999997,-164.81257,38220.749050000006,3110.40301,369.92052,25885.14893,6546.54961,0
2041,3828.05806,-173.10272,36073.21869,59.22155,117.37115,22038.47278,17043.23227,0
4511,2298.0,-259.0,38718.0,0.0,3969.0,12375.0,5576.0,0
4531,-261.992,-92.743,38546.762,883.878,10888.105000000001,24929.545,6443.213,0
1083,2943.96002,-1443.03727,39325.9942,4723.84126,2088.14552,32379.1816,19144.114579999998,0
0147,418.65627,-481.77619,32679.200409999998,387.93330000000003,2403.41558,21436.953589999997,13504.184420000001,0
3101,1387.0222099999999,-813.52383,21201.007019999997,7521.05355,7141.93647,33430.32143,14615.17581,0
4110,-544.05722,-13.402500000000002,912.72817,9248.720800000001,57856.0098,186058.74223,69925.18646,0
4652,4675.0,-2568.0,38196.0,0.0,0.0,148338.0,115200.0,1
2120,3330.798,-2039.228,37510.097,255.04500000000002,5954.034,48388.975000000006,30164.889,0
1102,-153.81262999999998,-322.62269,38566.20943,4529.9302,5932.7408399999995,28310.7355,2720.15651,0
8299,-1642.528,-1501.384,38176.398,5747.469,6353.1939999999995,30656.771,11292.641000000001,0
1091,92.90390000000001,-110.23966999999999,35932.19458,2184.53122,609.58608,14430.965750000001,966.89611,0
6630,15046.0,-19.0,33562.0,0.0,0.0,54889.0,48473.0,0
4669,2484.34221,-151.70333,36083.745780000005,0.0,403.608,51931.1169,39782.12846,0
1712,473.84689000000003,-708.78714,34737.6105,605.38503,4445.55181,24246.16861,14165.12167,0
8610,1654.86765,-637.06818,38476.7067,517.60011,648.33012,15419.41489,8325.82257,0
1520,3190.36515,-332.14164999999997,36160.4302,0.0,650.95034,19213.076119999998,10048.68619,0
6202,1640.3852299999999,-158.33979,40683.86582,808.50089,2066.7641599999997,15654.06801,6402.99111,0
2059,10930.63008,-767.31133,35283.181710000004,1428.4902599999998,3293.78921,33274.65038,22284.30403,0
2059,10869.56385,-761.74914,35280.510330000005,1428.4902599999998,3293.78921,33052.325800000006,22203.82102,0
7010,475.0,-66.0,18335.0,2.0,11330.0,43088.0,8419.0,0
7911,141.297,-4.728,32918.296,0.0,0.0,6444.987,5751.515,0
6420,2178.571,-374.368,35182.239,20379.836,734.189,53887.164000000004,26505.242,0
4941,381.434,-93.42999999999999,38765.107,104.078,997.698,11084.716,2212.107,0
4711,712.30815,-456.46349,34119.85327,1280.05578,277.88710000000003,10028.378840000001,2222.17521,0
2120,15196.230780000002,-4267.79733,39577.02105,12514.567350000001,3751.9646399999997,84986.90978999999,52330.77422,0
3600,11302.67353,-10207.53552,38485.52564,115106.07084,18770.951129999998,435995.45253,184679.08398999998,0
5510,15912.164,-3014.69054,34393.97391,69933.19548,5565.28674,155164.26956,36805.35602,0
7911,2370.7361499999997,-102.89994999999999,38069.51294,0.0,803.52809,9801.91451,4772.92735,0
5811,2085.353,-6548.893,38062.383,0.0,9.937999999999999,76971.71399999999,40043.575000000004,0
4652,3725.90755,-85.44657,37497.524880000004,0.0,14.281789999999999,13065.430260000001,6429.37424,0
3514,2703.131,-1217.0130000000001,35973.301,359.934,0.0,39017.854,16918.468999999997,0
4652,-1613.315,-214.293,40544.534,0.0,0.0,27118.474,14498.890000000001,0
5916,5320.737,-1554.6640000000002,21430.132999999998,0.0,8.104999999999999,31366.542999999998,18006.268,0
2814,1490.0,-1212.0,44569.0,157.0,449.0,57556.0,40043.0,0
6420,5990.85401,-419.05415999999997,34834.552520000005,1050.8991589999998,452.22922,32856.34792,26115.99782,0
4774,1025.1689999999999,-1375.515,38047.761000000006,0.0,0.0,36644.642,6913.353,0
1320,2188.30004,-1.8336899999999998,36949.989980000006,265.37649,14.1451,18229.19024,4421.79408,0
7112,2567.4021,-476.86322,38191.5199,1210.8235699999998,214.75413,32727.308399999998,10683.377250000001,0
1102,3372.3833999999997,-1133.98654,32673.13348,207.62092,189.42728,40682.69507,32774.03255,1
6420,2765.8599999999997,-2944.739,38023.534,18126.678,45283.412000000004,120922.712,29409.252,0
4634,394.00741,-205.42022,36767.78718,2373.12596,2225.17816,18595.93928,3650.27294,0
4511,1081.0,-112.0,34871.0,0.0,4977.0,10082.0,3314.0,0
7022,977.03971,-2156.40449,30525.02073,1693.0224099999998,2096.462,46289.87027,6772.52222,0
1043,1034.66475,-257.26501,25711.72276,1340.49966,2427.24765,8062.23319,3718.19883,0
4638,343.49532,0.0,31517.89606,0.0,11.12812,33621.03093,3373.5217,0
6420,33108.47843,-0.043789999999999996,41175.1901,64094.488190000004,118684.20125,269686.889089,65789.41982,0
7911,3668.3979999999997,-4.703,36951.566000000006,0.0,5.0,38452.618,2083.323,1
4321,1998.1799999999998,-257.348,33530.262,0.0,0.0,24555.461,15879.581,0
4511,1155.0922999999998,-253.6552,40598.204770000004,0.0,4246.714928,10851.68332,5705.25903,0
7820,1655.06513,-24.00077,34079.011900000005,0.0,1118.30434,10314.901170000001,3721.6455,0
3519,11272.273000000001,-12788.274,37953.113000000005,0.0,243883.891,320379.276,-75047.546,0
4511,-12.411230000000002,-195.4823,27815.932,0.0,4536.92606,8139.65513,652.79124,0
1022,-975.55989,-485.01615,32987.8755,400.10254,1409.36954,8219.45801,1689.66391,0
2932,776.0,-2557.0,30370.0,13061.0,2718.0,41130.0,14713.0,0
2020,719.897,-99.854,39235.762,0.0,0.0,19216.501,4374.693,0
4121,7902.08597,-280.86578,37932.265770000005,496.8,0.0,74916.94417999999,30629.226629999997,0
4511,769.63603,-359.34938,39100.13856,7266.68951,2895.1016799999998,14889.9326,1862.2367399999998,0
4639,1993.4710499999999,-188.36742999999998,38800.135570000006,1088.36313,847.19804,14031.494630000001,5939.95433,0
5210,12152.389000000001,-7590.262,35986.092000000004,3.9810000000000003,0.0,106198.946,68679.584,0
4621,257.74306,-657.93372,37900.169890000005,1002.21296,2890.12757,19678.75406,10010.272550000002,0
1721,526.437,-421.007,12526.991,1013.563,1459.36,41018.013,6696.741,0
2410,-564.644,-0.967,3375.0499999999997,40270.903000000006,4797.601,54622.974,8576.844000000001,0
1102,772.73975,-1933.9185100000002,37884.40569,6005.33141,3679.1603,45142.06622,21564.31322,0
7311,1633.0,-20.0,37880.0,0.0,0.0,14819.0,1314.0,0
4772,624.51551,-1839.4875800000002,37875.639930000005,1739.07703,4712.66364,27131.817939999997,8387.806680000002,0
4636,1126.1359499999999,-51.94839,34400.33131,0.0,1989.6774999999998,15082.278900000001,8978.9568,0
4621,3607.88388,-73.41535999999999,33816.42483,0.0,127.62943,13752.724530000001,8319.00905,0
2932,1040.0,-831.0,36857.0,108.0,107.0,18516.0,9867.0,0
4631,924.6937800000001,-876.80044,31817.292589999997,5812.845679999999,4027.1134899999997,19569.11045,7375.25368,0
4299,-99.02915,-308.63137,36329.95956,818.71084,3146.06708,63476.316640000005,42123.450260000005,0
4742,144.22716,-463.17575,39671.482780000006,1712.5184,1720.88403,9950.541630000002,4296.98359,0
1102,-16.93368,-0.34554,425.45774,0.0,3.76126,14075.57589,13940.539340000001,0
8211,1208.0,-1725.0,33875.0,12086.0,13845.0,41565.0,7705.0,0
4617,3511.9539299999997,-46.10653,30008.54625,101.23655000000001,71.4234,8619.736190000001,3619.4557099999997,1
9319,2304.4049999999997,-677.17,35960.524000000005,0.0,0.0,9164.085000000001,3573.2439999999997,0
4511,866.90615,-57.47491,31056.10108,0.0,122.71987,10225.72544,3032.18043,1
4669,1086.7849999999999,-157.268,37777.105,0.0,291.276,51396.662000000004,27939.513,0
2932,1509.6775599999999,-1422.2286900000001,37771.865669000006,0.0,226.9027,15426.96825,5286.0847699999995,0
4511,762.23516,-147.77736,35277.61723,277.63428,6362.09214,21160.04787,12591.496780000001,0
5221,15634.888140000001,-13083.520009999998,34851.29821,139799.36852,10786.70579,203919.36311,33966.039150000004,0
4634,1242.4842099999998,-116.34002,35077.06742,9.48372,91.93861000000001,13577.89321,7129.4089699999995,0
4643,494.55553000000003,-106.80959999999999,38420.89504,266.026349,502.42767,11525.499810000001,3440.36409,0
8899,5349.866,-4483.662,41600.521,0.0,92.888,24553.436999999998,14447.555,0
6612,942.88118,-1090.56977,33629.135029000005,3812.63722,735.6217,40173.73165,20345.467239999998,0
6420,7825.853,-3314.456,37703.62,39175.377,11336.978000000001,76176.719,13032.53,0
6820,26223.93966,-8547.817197999999,37057.91911,265000.75390999997,15046.08078,437801.01952,146549.97832,0
2895,861.11519,-248.78101999999998,33607.141029000006,3603.97165,735.6217,23615.19471,3701.5606399999997,0
6512,2144.0,-56.0,19546.0,0.0,0.0,28692.0,19311.0,0
7022,1073.48607,-389.7573,35377.202970000006,2565.49494,5255.45816,22989.74392,14213.379500000001,0
6420,-1144.5720000000001,-693.167,30875.099,4625.045,8475.730000000001,17362.944,-1805.582,0
8690,3513.682,-1234.87551,37686.09651,0.0,1538.29278,17065.065179999998,9033.40402,0
4632,118.40827,-100.51183999999999,37073.12746,735.96144,1684.7288299999998,8022.19132,3822.10756,0
7010,-3250.0,-3499.0,37663.0,2694.0,5767.0,42237.0,21198.0,0
4511,467.67245,-13.22175,17053.44124,0.0,5551.5161499999995,6649.67468,576.34588,0
8610,5532.00762,-901.92148,36607.899600000004,26517.08811,3708.27274,66932.20113,28692.34221,0
1053,3596.0175099999997,-432.05848,37972.594990000005,472.2599,105.14874,24758.86101,18622.912669999998,0
2640,755.69506,-942.72253,36808.87507,1789.27534,2933.32428,34070.634020000005,24930.76729,0
7311,1906.0,-1515.0,37634.0,0.0,6693.0,188655.0,88152.0,1
7490,450.0,-2046.0,34231.0,7325.0,4768.0,47913.0,29074.0,1
4621,1685.7635899999998,-147.62978999999999,30385.83138,263.40152,87.5,12600.094650000001,7431.97632,0
4649,1495.45554,-20.40254,30946.38899,809.87451,2509.17222,8208.107460000001,1918.7007199999998,0
4652,288.38248,0.0,36378.09304,2351.64255,9195.288910000001,23356.63659,447.75472,0
2042,5758.45,-500.977,38138.318,0.0,6.008,22313.322,16121.587000000001,0
7820,491.25771000000003,-12.31798,22122.70694,15.48799,2249.68874,5455.48139,824.88389,0
7311,40.463319999999996,-392.62554,33845.116890000005,2542.68893,3294.1099799999997,14266.67561,3071.33614,0
8121,139.738,-83.259,33059.795000000006,2598.024,7174.6539999999995,31439.856,7528.338,0
4649,1205.58898,-2281.48443,39183.19919,6963.02989,15319.49243,41940.095290000005,9785.297540000001,0
4661,3174.3689999999997,-791.757,33673.405000000006,5041.079,1076.9479999999999,37634.947,25212.61,0
2432,2235.11317,-414.35245,30278.132579999998,2077.33041,4791.87183,24670.38931,11942.44527,0
6201,504.59054000000003,-191.861,27655.910239999997,950.82289,4111.6233,12618.10841,1167.8590399999998,0
4621,2069.1718299999998,-282.05907,37518.66423,2267.4163599999997,2845.62151,17325.372939999997,5918.44037,0
8559,4177.8928,-699.48658,28442.91683,80.62164,1232.15609,31472.47426,24470.340979999997,0
5510,11327.21572,-1324.86356,34178.68003,11046.77063,5081.42756,44984.579490000004,24644.05445,0
0146,1635.3678599999998,-574.43767,30168.882729999998,2176.1294199999998,2880.7373,21591.0483,10992.47363,0
6420,493.34934,-1107.4602000000002,34004.77276,10.494269999999998,234.18624,32823.685840000006,27444.081589999998,0
4649,-845.131,-144.534,36716.68,0.0,4238.313,71962.469,60229.908,1
4931,1384.36045,-7155.29979,31649.15394,17215.08428,15265.057420000001,92781.31754999999,54511.46748,0
4690,983.40019,-35.77639,36894.45853,0.0,0.0,29161.994189999998,1362.2514099999999,0
6420,1595.0,-171.0,16595.0,2616.0,0.0,182181.0,157098.0,0
8299,6314.0,-10050.0,272104.0,0.0,0.0,52536.0,9574.0,0
4632,-27.78087,0.0,35984.4605,0.0,489.44472,12794.393670000001,2616.36706,0
5510,6827.0,-4628.0,47165.0,107255.0,4949.0,214022.0,85711.0,0
4122,224.72336,-38.69066,14318.602710000001,0.0,0.0,5505.34517,664.00068,0
4614,574.66576,-100.65838,15655.506990000002,0.0,1755.67277,10395.358460000001,5671.28425,0
4312,497.93996,-1.20624,10115.661900000001,0.0,0.0,5717.26581,1808.2994899999999,0
7112,450.56232,-324.02666,12027.639910000002,1101.6732499999998,447.53345,7600.6869799999995,1968.78081,0
4647,463.34001,-283.7137,10503.46277,0.0,0.0,3573.16068,1658.58144,0
2053,2314.16703,-679.51,12824.59685,509.58725,109.56977,20407.504109999998,18629.40176,0
6512,0.0,0.0,15890.704000000002,0.0,0.0,14128.017000000002,8877.979000000001,0
4634,396.27289,-262.14312,14970.76554,122.52481,251.60139,5723.31853,1696.01559,0
5811,1465.11873,-87.14089,16009.50439,523.21221,3069.08952,26501.78037,9940.19384,0
4941,412.1994,-61.01355,14703.91918,0.0,0.0,2598.18378,1584.3010199999999,0
5020,1970.94806,-1215.61525,15716.432760000002,11255.261670000002,3639.6991199999998,52367.57766,35128.385850000006,0
4621,267.08507000000003,-88.60189,16114.14494,740.7321000000001,2615.3599,5630.78,886.85477,0
4621,155.98445,-87.98858,13364.60654,1080.7690899999998,807.96329,7686.06645,3781.90262,0
4669,575.896,-257.716,16111.77,0.0,10.409999999999998,6914.696,2214.8869999999997,0
6820,143.91245,-2407.26814,16292.072230000002,11717.37254,1895.6684699999998,150926.91337999998,55854.41478,0
7410,-414.68198,-101.03043,6823.94906,606.50917,5606.28049,19471.7575,10839.78822,1
4662,196.72976,-22.02669,15445.421380000002,0.0,0.0,8155.54769,2957.11823,0
4729,44.103159999999995,-76.97050999999999,16333.940410000001,583.94564,1831.1520099999998,7662.66325,2072.2322799999997,0
4531,253.0,-78.0,14460.0,0.0,0.0,5176.0,1896.0,0
2030,3355.0229999999997,-428.055,16106.524000000001,2214.894,618.523,11996.345000000001,6261.582,1
7430,528.326319,-62.203160000000004,15584.00164,1000.0,1355.65032,7507.47196,2077.94676,0
4774,1173.99964,-12.722040000000002,15377.464680000001,0.0,0.0,3998.30498,1851.9018999999998,1
4511,168.36325,-241.37229,17432.031059999998,0.0,2114.152799,5839.40381,2886.23081,0
9200,150.181,-307.395,12554.846000000001,178.966,227.94400000000002,3611.892,1579.9099999999999,0
0113,746.84898,-61.5225,16466.64503,54.207589999999996,105.20362,4997.878369999999,3000.73161,0
4778,2187.84746,-63.38262,14292.5514,73.43597,243.09612,2586.1967,1883.94168,0
1091,126.23665000000001,-514.74665,15778.07602,61.57111,0.0,10576.59078,8743.6664,0
5915,-197.41586999999998,-52.24237,10083.32197,64.26386000000001,35.88738,2896.07914,1817.97744,0
4110,117.34114000000001,0.0,0.0,7515.81219,52.7317,14661.36297,3.5,0
8299,1984.0,-543.0,13095.0,0.0,66.0,15343.0,11581.0,0
5813,-1067.63534,-470.67161,16184.947160000002,2035.21796,7062.34697,21790.07645,7591.58865,0
6209,619.36613,-6.63636,15990.65438,0.0,0.0014000000000000002,9660.06513,2773.3644,0
5510,-990.583,-5423.889,15063.681,235948.5,44529.176,636382.645,147934.123,0
7721,392.67021,-217.36744,16087.36014,460.80563,961.69599,6762.3192,3653.36941,0
8710,2936.0741399999997,-654.79218,15477.555190000001,12120.42394,9667.93322,34475.23375,10645.756940000001,1
4775,257.503,-1044.6170000000002,15934.304,0.0,0.0,6286.049,265.719,0
4399,203.09536,-123.55306,16085.58237,409.92295,86.07246,10090.19168,6685.7652,0
4211,455.98381,-570.63389,16061.80004,3200.4778,1334.4301799999998,29546.13796,19709.43868,0
4641,140.74280000000002,-4.1633,12192.87061,0.0,989.54079,4476.67987,124.10011,0
4511,317.82514,-3.7761,12936.019180000001,0.0,5442.99455,7156.77238,660.12227,0
2562,448.459,-771.356,15618.983,3740.93,3971.7909999999997,12273.997000000001,932.15,0
0112,125.29650000000001,-796.0008,14964.32604,1172.3053499999999,372.08063,11531.42049,4724.98476,0
3821,1034.0,-1442.0,15296.0,1859.0,754.0,10420.0,2297.0,0
4646,234.07839,-8.48718,21919.4859,0.0,60.67734,3259.2491,2045.0894899999998,1
4612,520.36387,-89.96903999999999,16069.3783,789.0524,6655.20818,21066.61007,5381.77646,0
4621,384.9771,-110.19829999999999,14188.22225,2456.70701,5360.96485,10997.92717,862.32375,0
2932,1772.0,-976.0,13420.0,271.0,939.0,13362.0,7398.0,0
2790,1246.03044,-202.64149,15259.90148,598.0475,237.30352,22416.42725,17960.92673,0
2454,300.65500000000003,-1202.317,15877.232,0.0,9.889999999999999,28918.165999999997,26878.777,0
8211,15671.870700000001,-180.24411,20708.42743,0.0,132.82192,218386.98197999998,189381.32652,0
4645,169.115,-1022.222,16062.269,0.0,226.74,10296.04,2736.641,0
4690,26.53996,-11.628290000000002,17449.75087,0.0,0.0,2121.01368,99.84474,0
4645,211.46028,-7.00005,13625.89455,83.74682,2013.2927599999998,4310.03914,377.79471,1
4643,1087.945,-82.38499999999999,15591.95,0.0,0.0,9032.766000000001,6672.227,0
5210,4447.317,-2210.3160000000003,15367.955,3267.959,1112.619,36593.015,15077.373000000001,0
4511,308.39328,-31.293609999999997,13242.47334,96.50568,3029.08511,6500.8985999999995,2442.19092,0
1053,503.13697,-390.87978,16578.5197,1191.74785,945.87256,8650.513780000001,3551.8907,0
4639,191.799,-22.16564,13445.754980000002,0.0,0.0,1853.96094,926.12729,0
4675,793.03225,-33.414210000000004,15282.622920000002,0.0,349.53681,8383.798830000002,4466.69271,0
2229,1399.35727,-1076.2709100000002,16716.96171,1914.0332199999998,1255.9223499999998,11205.79246,5432.91669,0
2611,3238.58672,-70.81101,17473.89833,0.0,4355.43353,26738.39696,20107.60616,0
1721,1716.52963,-213.26591,15509.067930000001,1067.1372399999998,371.25679,10957.38758,7560.39656,0
3299,-1098.6874300000002,-1005.2127,8875.728850000001,1753.1709999999998,156.15952000000001,35084.11512,9277.406270000001,0
2592,2762.2939899999997,-461.95197,16982.520989999997,2735.70446,2581.25323,18152.08799,9397.684630000002,0
2363,313.67782,-613.615,15738.660580000002,1246.55777,1913.7922099999998,12760.81142,6057.66191,0
7211,4061.6680899999997,-1094.12426,12673.39926,3354.7394,100.71737,25233.42082,19731.732949999998,0
4511,293.17220000000003,-108.95881,15050.308640000001,14.0,2700.60851,5588.52465,2146.893049,0
6499,-1289.9782200000002,-24.36629,1291.02427,0.0,0.0,96918.39652,94813.60420999999,0
6491,4240.0,-3619.0,13819.0,336790.0,13202.0,372130.0,21697.0,0
8899,253.11991,-123.27320999999999,16038.281040000002,0.0,15.076899999999998,5771.55949,3743.37731,0
2711,1262.22906,-886.02788,16341.89946,2286.9964299999997,456.55828,14527.477630000001,8099.05059,0
2593,672.29861,-410.99321,12626.5969,0.0,0.0,10562.182780000001,8034.48878,0
4321,413.12363,-79.37494,12818.968040000002,308.72543,754.7949,5876.32105,2646.12102,0
4677,1255.78309,-426.8256,13598.433350000001,102.47565,83.89121,7489.8084499999995,4722.82805,0
2790,3060.46793,-297.95799,14098.996860000001,10.77435,6.3339300000000005,17209.97394,15617.40365,0
4511,332.70851,-66.06371999999999,17155.17618,1656.7402599999998,1721.24545,8387.93627,3815.53523,0
7120,2982.5332599999997,-704.14564,15323.421670000002,124.82600000000001,499.85379,7324.69043,4752.76038,0
8790,-264.86253,-9.39677,14256.245640000001,0.0,0.0,3687.87988,2119.52329,0
6622,1161.0,-390.0,14028.0,356.0,4060.0,26771.0,8949.0,0
2790,850.204,-243.048,16486.329999999998,0.0,0.0,6695.062,-8123.139,1
4669,398.0,-37.0,15258.0,0.0,14.0,6448.0,3218.0,0
5229,146.6302,-6.6735,15051.44942,65.81928,497.57546,6134.32016,2924.30066,0
1084,1405.45606,-326.06248999999997,16484.24009,1601.67682,5062.86732,15947.54196,6195.0733,0
2364,-1037.0,-917.0,15195.0,0.0,149.0,10089.0,-12069.0,0
4110,1200.0364599999998,0.0,16022.615000000002,1000.0,765.2336,1130.5440099999998,-677.38926,1
4511,458.01078,-206.50361999999998,15709.01733,662.60294,3620.0945699999997,10721.78708,3751.25626,0
4334,1001.383,-118.47399999999999,14582.990000000002,335.158,278.338,10362.461000000001,6207.988,0
5221,1985.0,-109.0,15750.0,0.0,0.0,8849.0,4305.0,0
4690,-1452.0900000000001,-93.08,18298.469999999998,1031.339,1132.6999999999998,21020.71,-1622.1200000000001,0
4646,372.833,0.0,25465.253999999997,0.0,0.0,6824.034,864.814,0
4520,327.79434,-216.71892,12692.227330000002,1115.1849499999998,401.69551,5275.35623,1687.61691,0
3109,421.09095,-841.95077,16011.80263,1056.3128,4817.08829,16922.206179999997,8592.94276,0
1083,543.24815,-335.20933,16011.751330000001,4.3100000000000005,0.78986,8040.89974,4519.26284,0
1011,1561.2366499999998,-165.25158,14064.78814,0.0,211.0019,9349.03952,7075.47587,0
2822,234.10141000000002,-772.718,13599.80559,1261.42527,1725.04433,12629.566830000002,6225.20765,0
4110,1884.981,-445.702,8515.935000000001,35769.632000000005,5422.722,92987.499,29881.173,0
4621,164.47946000000002,-91.81374,16007.27539,729.16058,1486.6290399999998,2849.13893,553.29642,0
5229,-690.49655,-264.51562,15926.32617,183.71705,1498.0895799999998,8926.75833,4029.60578,0
7010,941.54423,-525.04263,15760.360980000001,6820.57113,3953.153,20738.06024,5852.96826,0
4642,369.16476,-184.52671,14072.90178,407.91845,1845.456,8598.03406,4913.89933,0
4669,764.335,-13.700000000000001,12872.631000000001,0.0,0.0,3352.517,1644.455,0
6420,10780.084,0.0,10780.800000000001,0.0,0.0,262374.1,262374.081,0
8520,2702.99174,-711.53889,15997.198400000001,15031.92393,2045.7730199999999,36023.343250000005,15038.7752,0
4519,132.87362000000002,-85.93379,11494.52065,262.83319,1581.6362199999999,4624.36238,1212.0868099999998,0
4652,387.1451,-10.711310000000001,11666.470560000002,13.406939999999999,529.63276,2424.18673,796.02806,0
4621,62.815929999999994,-350.519,16531.00971,21.61723,36.73294,9631.0514,7096.629989999999,0
9313,-687.082,-2019.211,16627.488999999998,3337.241,13336.815,27122.55,-12445.48,0
6491,6806.0,-467.0,16559.0,0.0,1355.0,428184.0,87917.0,0
4121,843.33257,-29.64425,9834.200470000002,601.08567,1.4647400000000002,6695.73323,3032.76937,0
4931,733.51841,-867.13018,15734.66602,1818.1220099999998,2120.594779,7886.70398,1641.5404099999998,0
4121,143.55642,-11.173390000000001,14251.02438,6.18624,1226.89005,9476.844190000002,2132.8281899999997,0
1729,44.724419999999995,-226.80892,11924.05341,177.93738000000002,118.40862,9173.70219,6876.86342,1
6630,539.96141,-11.034960000000002,10583.51504,0.0,10.22642,7078.16567,2300.29908,0
4730,160.54208,-34.74002,9845.63959,1321.6102199999998,1204.97753,3426.8685499999997,180.22986,0
0113,1793.8198599999998,-264.51612,19226.58166,28.0729,790.99997,11866.382570000002,6259.25119,0
4639,1590.28675,-189.95517999999998,32205.109239999998,199.63236,34.15238,16713.73042,11576.90479,0
4511,1191.1535099999999,-84.26669,13138.03672,883.61725,688.88963,5491.3882699999995,3490.72862,0
4531,1137.92646,-35.13868,14654.66329,318.30372,3698.5321599999997,12802.621570000001,5036.38533,0
4730,788.43528,-67.41049,15976.89421,498.70952,315.57218,4407.89474,2400.45995,1
2361,274.95283,-5.26113,12369.34037,0.0,710.53775,5245.6984299999995,412.8441,0
6512,0.0,0.0,16651.714,0.0,0.0,18969.518,10075.271,0
4639,609.26769,-181.85079,14818.688100000001,1113.0942499999999,926.71602,9766.0221,4473.5445199999995,0
4618,377.93,0.0,13096.432,0.0,0.0,3260.516,364.476,0
6420,-23.55492,0.0,0.0,0.0,0.0,33984.75189,33960.91689,0
6311,385.528,-5422.7390000000005,17998.432999999997,5544.354,7045.823,31856.745,14122.066,0
4617,273.19867,-200.53838,14753.329020000001,9.1665,3.82986,11869.323890000001,6988.39377,0
6420,1556.5998599999998,0.0,1583.0818299999999,0.0,0.0,374464.95995,369793.84901,0
4690,-35.48856,0.0,14323.86561,0.0,0.0,4064.41629,132.62516,0
6420,16464.26989,-1345.0031700000002,26979.29189,20869.73057,1516.50103,398793.30328,172531.48365,0
4110,-110.45434,0.0,0.0,603.31532,2422.8810399999998,13641.05953,-277.47923,0
3514,117.03703,-14.3886,4654.26677,207.44951,30.0,905.7661,104.42818,0
2454,459.98278,-549.20001,13810.60495,2095.84472,3190.18632,9151.29529,1395.48622,0
4631,385.38199000000003,-63.20389,11741.330030000001,0.0,0.0,3856.38058,1485.9137899999998,0
4673,1128.0,-637.0,15749.0,0.0,290.0,15918.0,6311.0,0
6420,15396.0,0.0,15408.0,0.0,0.0,33338.0,13702.0,0
1102,3001.092,-1309.1670000000001,14932.044000000002,5157.0509999999995,2970.705,37557.135,24202.073,0
4321,1351.253,-25.204,15958.072,0.0,0.0,21912.483,13370.673,1
4619,369.807,-91.479,15223.593,0.0,4.208,9368.842,-326.596,0
2229,1540.7388799999999,-559.1232,13270.28253,2818.8854499999998,2139.0192589999997,12598.666770000002,4503.20478,0
5210,779.26655,-379.35871,14719.88059,5148.00757,3151.3798699999998,18600.99427,5806.06404,0
4674,425.83096,-26.34811,14899.30659,284.53062,1650.81685,7042.31776,1645.3531899999998,0
7010,7.0,-460.0,10918.0,15.999999999999998,239.0,3726.0,7.0,0
4754,506.962,-219.32399999999998,15952.982,10.087,0.0,6457.748,491.406,0
2020,1169.2296199999998,-962.29277,13947.07515,2084.80466,2809.75815,14601.05119,8185.01698,0
4617,895.11388,-49.65429,12782.612980000002,11.06176,1139.5738,6771.1849,3283.15639,0
1812,1279.19633,-444.14013,13015.80212,2394.24322,1866.4268,11358.465810000002,5369.17971,0
4711,868.84367,-346.39438,15946.36287,7.86,0.0,4898.93065,4375.88028,0
4624,211.53806,-78.76659,16625.81219,0.0,1617.66295,14304.90546,7787.215,0
2529,1286.1896399999998,-136.91055,17792.677069999998,1291.5234899999998,1939.46375,10024.25105,3265.26439,0
4645,2377.348,-14.339,15758.719000000001,0.0,10.379999999999999,6475.507,2564.3849999999998,0
3600,1453.4119999999998,-232.549,15937.751,2110.631,2003.4219999999998,14458.453000000001,2590.8179999999998,0
2016,238.11018,-134.65911,13175.1432,1192.9999699999998,4045.42325,9342.71189,2195.49988,0
4754,713.14,-324.287,16288.306,0.0,0.0,6137.322,666.846,0
4663,91.84,-87.39,10525.94,0.0,36.638,9205.887,2209.2599999999998,0
0147,428.43331,-212.41407,14966.761690000001,765.28274,990.1075500000001,7477.54389,2821.98377,0
1086,1817.84024,-357.73425,12181.037520000002,1095.1723299999999,537.45115,16605.72682,12990.34055,0
4121,651.132,-1504.5,13377.199,77.647,3477.631,13498.145,6750.246,0
4511,156.34663,-92.21593999999999,14758.96068,2268.9147199999998,2564.35931,8064.37625,2569.74226,0
6492,0.0,0.0,-68801.0,0.0,0.0,48851473.0,5673607.0,0
5916,1573.0379699999999,-32.834739,14746.060490000002,0.0,1.65084,3587.0361,1449.2618599999998,0
2740,1061.1284799999999,-323.30383,10493.46887,806.78969,314.12743,12075.492540000001,4541.19007,0
1391,1730.9875299999999,-658.10661,15919.13925,1112.5386999999998,531.13336,16863.49771,12175.47304,1
4719,665.3399000000001,-76.86537,12575.161240000001,215.66646,102.88774000000001,7221.31179,2115.23841,0
4621,49.72645,-3.2623599999999997,15474.768960000001,123.23254,219.17389,1719.12086,82.47191000000001,0
3240,2867.653,-588.3919999999999,15808.081,257.514,155.892,13954.526000000002,10054.491,0
8610,2124.2239999999997,-407.26,15711.302000000001,345.305,1484.3919999999998,7799.608,3760.687,0
4634,166.08762000000002,-23.640079999999998,13432.500440000002,270.44513,3175.87453,5747.61961,631.9955,1
4675,292.05321,-31.707929999999998,15910.40637,0.0,608.48078,5729.53382,3261.6740099999997,0
