cnae,p49100_h1,p40800_h1,p40100_mas_40500_h1,p31200_h1,p32300_h1,p10000_h1,p20000_h1,target_status
0146,726.52806,-35.52469,17192.314669,235.05366,240.94061,9214.789910000001,4521.09342,0
4211,6386.9354299999995,-109.91681,22089.965089999998,20289.57443,14259.62663,50004.363300000005,2795.0446899999997,1
3011,-5613.54195,-922.39098,139.4685,22135.069649999998,5350.87413,40858.770000000004,7010.87998,1
4764,258.88697,-281.03761,20651.22117,750.91555,451.36932,12542.234480000001,2346.27047,0
8299,7831.0,-85.0,8598.0,0.0,3331.0,160606.0,157094.0,0
4631,427.62612,-266.563468,18733.18175,854.65575,370.81225,10702.411250000001,7299.41577,0
9200,6717.382,-1197.72654,22128.71267,278.0225,855.24961,30517.30026,24396.7842,0
4631,11.14313,-16.632258,21303.206159999998,214.09751,1541.69851,3599.0947499999997,8.85704,0
4110,-0.68341,0.0,7.0,0.0,10024.670880000001,22144.66176,481.70463,0
4711,280.56361,-203.19854999999998,22578.110389999998,182.57427,44.00937,4967.40812,960.74547,0
4321,2793.0,-92.0,43502.0,212.0,1947.0,57300.0,2815.0,0
4638,82.73789000000001,-7.0,22117.300209999998,0.0,0.0,1955.67349,456.97778,0
4621,201.42471,-232.89177999999998,21312.97005,0.0,0.0,17940.41719,8340.73142,0
7320,1948.0,-146.0,22113.0,0.0,0.0,12889.0,6057.0,1
4531,1509.0,-169.0,22111.0,0.0,0.0,10413.0,2503.0,0
4675,1221.8760699999998,-8.994670000000001,19494.99675,0.0,574.54203,7984.06782,4521.08642,0
8299,4694.0,-824.0,19111.0,0.0,100.0,82128.0,55946.0,0
6209,1446.6578299999999,-337.00743,22108.113149999997,0.0,0.0,8353.342620000001,4824.81619,0
2512,405.73,-51.696000000000005,17045.932999999997,1.2440000000000002,115.089,6192.934,1558.245,1
0161,5549.81075,-188.89267999999998,16727.453269999998,15.0862,5751.89533,36220.75522,7415.75826,0
4511,802.54855,-111.52575999999999,20327.40032,128.25579,2842.23836,11580.490660000001,6645.69236,0
1082,2567.90354,-370.14391,22692.07321,9429.80102,570.61539,23455.42489,10648.310070000001,0
4619,523.26883,-166.09826999999999,21016.57031,165.56177,2914.1557199999997,31039.358659999998,23665.23444,0
7911,2939.60895,-31.50094,22028.31698,0.0,0.0,5595.8416,2731.67228,0
6910,3044.8094,-502.16017999999997,21187.31472,5161.6173499999995,10132.707890000001,24556.82578,6661.98482,0
9499,101.50551,-702.5703,22087.939739999998,2724.02788,318.2738,19843.43336,15410.31485,0
4633,779.8179,-238.95721,21470.50552,2242.6150399999997,1409.47804,10384.846650000001,5010.60911,0
4632,239.66359,-154.30214999999998,16971.237879,52.53248,29.72776,5439.48561,337.77636,0
3312,-1823.0,-29.0,18248.0,0.0,922.0,20173.0,15132.0,0
4511,289.02885,-44.619890000000005,16787.007859999998,77.00578,3307.5497299999997,6877.1864399999995,2947.0055199999997,0
4631,272.11212,-179.25186,22073.25346,2206.50303,7917.72562,13266.884820000001,989.44041,0
1011,-5.4559999999999995,-312.748,18923.174,32.0,2314.961,12678.808,8909.820000000002,0
6622,4889.0,-39.0,22645.0,0.0,2762.0,9952.0,4670.0,0
4759,365.11444,-35.70038,2126.12444,193.68335000000002,318.24283,2046.8104999999998,588.72351,0
2059,1817.599,-2250.9860000000003,19370.396999999997,582.41,1006.006,21040.435999999998,15021.664,0
1013,999.17089,-310.95272,19341.331609999997,5198.82429,6504.20867,40693.33161,24975.90775,1
1812,598.28816,-647.61638,20309.42193,2702.2003299999997,3891.18718,16061.875730000002,3410.6162999999997,0
3600,1038.17754,-5949.97857,22062.56852,2983.91396,133.24603,96481.17697999999,85744.62268,0
4110,1830.54361,-2.8941,9086.047530000002,9380.93079,1651.3522999999998,34139.7966,3791.44578,0
4754,335.195,-448.121,21885.269,0.0,8.517999999999999,7638.313,377.767,0
7500,210.71397000000002,0.0,18567.10544,0.0,1117.2081999999998,3283.27798,159.34368,1
4299,237.55097,-164.27379,15596.374240000001,1141.34073,3912.42838,18794.615749999997,2618.3474499999998,0
5229,6151.38131,-831.17364,19764.13581,2051.43185,1835.84748,19141.2342,11878.42004,0
3518,7390.0,-6807.0,22052.0,62622.0,11603.0,119688.0,31703.0,0
4941,1523.7595299999998,-848.9570199999999,19881.36345,3466.42577,1281.1323699999998,13001.354000000001,6219.49591,0
4631,267.61857,-137.27485,22050.76514,2012.1228099999998,4064.23504,10981.25135,2289.71443,1
4730,708.05208,-77.84040999999999,22603.822089999998,47.115539999999996,31.15988,2069.82832,1646.7124299999998,0
2221,1234.6592899999998,-648.34187,19497.345989999998,3114.99825,2694.83981,21503.96963,12603.103990000001,0
4511,174.98105,-262.269229,19027.90081,1560.72167,222.5105,6292.71902,2662.79704,0
4631,1134.83359,-772.5603,20029.83066,5887.88646,11817.699620000001,30185.50517,8348.46326,0
3519,3029.9121,-2010.7036600000001,22040.524129999998,0.0,0.0,29354.01742,-12342.50312,0
5610,1129.68526,-713.4471599999999,21882.49224,1104.1356199999998,496.59585,6131.86499,3132.96988,1
5813,-458.06622,-931.20029,22958.507149999998,2790.23274,2905.69935,28213.780199999997,16000.64629,0
7490,1286.0,-167.0,22132.0,0.0,0.0,10405.0,6891.0,0
4642,191.45081000000002,-452.03215,23258.48083,1579.41565,3181.1263,16347.25602,6513.57053,0
1721,2147.2929999999997,-736.98,21425.619,611.788,321.031,19275.531,16003.932,0
4639,1925.23518,-53.962410000000006,22801.77489,7500.0,2504.1101799999997,26742.53238,13321.07488,0
4621,747.23074,-191.56221,19236.89874,2078.91674,1132.00959,11867.0817,6823.77761,1
2512,1951.35,-318.088,19338.459,0.0,203.4,16285.707,11269.281,0
4652,510.45628,-167.62798999999998,17797.86462,736.3215,3582.05655,13015.76166,4211.00755,0
4110,2621.7327999999998,-4.5,7900.89073,0.68,47.59482,11951.79434,5825.7802599999995,0
3030,1668.0,-12.0,20927.0,0.0,0.0,11713.0,1301.0,0
2932,1451.0,-2111.0,18103.0,1255.0,4117.0,29549.0,7292.0,0
2829,-1.87903,-14.652640000000002,8566.875357,0.0,0.0,5296.9215699999995,2651.07066,0
4312,3353.3462099999997,-1561.4366200000002,20092.14012,1493.18789,1389.60664,32137.9479,21522.62918,0
3831,602.19265,-376.6078,19189.16299,2156.2325499999997,199.04471,14429.465110000001,8706.78405,0
4631,5062.42023,-584.62677,17469.85749,0.0,0.0,17286.94794,15406.9189,0
4110,-220.60972999999998,0.0,0.0,0.0,0.0,15823.819730000001,3530.97475,0
1013,2541.0013599999997,-368.09087999999997,21506.12258,496.47394,528.053449,12091.094260000002,6593.32348,0
6420,21405.0,0.0,21414.0,0.0,0.0,56375.0,56375.0,0
4511,21.78131,-77.08230999999999,21976.90308,2956.32284,6214.71603,18319.52076,3757.22888,0
4711,516.39322,-419.69759,21263.484379999998,710.34803,191.86608,5602.06082,1159.28945,0
4661,3110.0088,-65.57736,20180.49313,0.0,307.99676,16455.36075,11561.78181,0
5510,-220.21537999999998,-1327.3970000000002,21967.36149,16.76222,0.0,21956.1736,-10389.37493,0
6820,6820.2609999999995,-5465.289,21351.822,128732.868,1605.8359999999998,171623.856,9581.971000000001,0
9311,5426.5419999999995,-2796.118,21962.486999999997,46023.141,7604.822,103767.322,19229.964,0
4638,162.6365,-172.33249,22001.68496,1857.54659,171.10584,6498.91273,1436.65456,0
2599,2981.2891,-1097.18926,21579.76294,54.31229,187.13317,24480.60744,21214.55101,0
9499,111.0412,-702.62142,21952.64716,2724.10601,31260.23144,58900.00765,14068.813600000001,0
8211,890.0,-86.0,26878.0,0.0,340.0,18490.0,12904.0,0
4511,658.06757,-31.621119999999998,18775.07595,0.0,4558.10686,6501.71951,1101.4501599999999,0
4638,-202.52151,-716.28661,26787.5216,1734.81486,1032.30793,11368.547040000001,5537.79787,0
4639,1197.56233,-176.72707,20196.68547,254.89217,143.22567,6947.37622,3282.7068,0
2110,461.41,-2979.7850000000003,33777.462,118.85000000000001,5.647,49674.661,8931.904,0
4511,417.92502,-332.16619,18395.554099999998,2643.2048999999997,5117.43829,11268.356950000001,3016.41504,0
5221,2071.589,-1533.7620000000002,22929.426,297.351,2284.785,26040.682999999997,1109.657,0
1511,411.39369,-216.27295999999998,20320.1656,29.28077,915.37297,13363.493610000001,8661.04903,0
4631,305.86061,-112.24266,24719.744,42.5,178.05530000000002,5659.93676,2271.05219,0
2030,2176.82161,-336.4253,18984.35384,100.0,0.0,11553.221420000002,7609.94954,0
1414,1189.21445,-123.61668999999999,21566.26548,63.92561,5375.60083,15439.382230000001,5740.22009,0
6622,0.0,0.0,21826.0,0.0,0.0,331486.0,21926.0,0
8299,5442.0,0.0,33884.0,0.0,0.0,886547.0,-289228.0,0
4771,-1592.22357,-222.46983,22839.399439999997,0.0,0.34968,10840.288750000002,6941.58674,0
2562,273.61407,-485.67891,19608.12327,1915.68311,4866.29539,18267.41622,6492.4275099999995,0
4643,274.88283,-182.78193,21822.07769,149.31711,161.18044,13217.16942,2420.03811,0
4643,246.53064,-61.74026,21087.55292,0.0,11.35914,9304.25199,3892.9345399999997,0
2540,3234.55571,-702.71672,21923.45738,5264.36824,7545.2749699999995,40141.227380000004,22237.559149999997,0
2651,2060.07348,-1417.7963900000002,15762.21527,2338.41766,376.5389,15263.0393,8870.09072,0
4511,465.76056,-140.15132,17389.67844,1268.1773899999998,5027.42886,11196.567990000001,4357.40594,1
1043,76.60647,-506.37442,21914.952869999997,0.9999999999999999,25.574920000000002,19797.37016,1361.6324,0
5510,3603.295,-1506.2430000000002,17324.431,0.0,22.656000000000002,30748.672,11723.068000000001,0
1393,-503.92199999999997,-1140.4250000000002,20680.351,585.199,249.934,19179.961,1437.309,0
4532,-2016.7419100000002,-9.38063,21910.30009,0.0,0.0,1332.42042,-5370.3386900000005,0
4669,930.55938,-222.36151999999998,16437.99378,2804.16658,2880.39868,16840.115718999998,8163.53539,0
4675,630.47799,-5.25262,14108.72463,183.79527000000002,1341.72001,4952.60984,1323.88593,0
5510,2775.72098,-1566.20594,20517.51668,24806.62058,3568.74348,62057.65814,20499.27463,0
6202,1149.19348,-385.13522,12641.040630000001,0.0,85.6793,6147.28333,1077.29621,0
4631,579.26207,-69.86583999999999,21901.49886,956.80009,371.58144,9001.969200000001,1381.4194699999998,0
6920,923.0,-46.0,24144.0,0.0,0.0,22149.0,2147.0,0
1102,-239.87831,-180.77181,16939.56925,1947.7342299999998,9992.975770000001,18455.846709999998,1709.1154099999999,0
4617,-27.00975,-23.55079,19900.832889999998,3223.84229,2816.1501,14084.57284,3485.29232,0
4511,603.0520300000001,-73.0132,21252.70266,0.0,5052.01103,8991.54701,3114.7997299999997,0
4631,426.0,-1933.0,17506.0,7043.0,1331.0,42323.0,6584.0,0
5210,1245.2861899999998,-942.55297,17446.48703,14789.86448,2037.4344099999998,23225.09897,2996.67929,0
4690,236.17947,-85.75905999999999,13897.78064,0.0,0.0,9211.74071,668.91734,0
4643,384.74135,-14.54364,17336.832189999997,62.75666,1863.95033,7142.6536,2491.8829,0
2740,253.05241,-448.35692,19039.094399999998,53.7106,726.6591,16518.25776,13134.05925,0
4722,1391.96237,-914.18044,27825.30044,2469.33319,2031.72371,14117.86548,7092.6577,0
2059,-2054.0,-2831.0,28851.0,946.0,296.0,37248.0,26679.0,0
4632,556.55926,0.0,22306.85959,1075.2178199999998,793.95856,36411.43321,4766.4222,0
4632,372.64097,-321.76703,22382.55796,577.43467,289.96682,5117.001,1326.00299,0
1013,547.16083,-194.97241,19164.866729999998,291.20218,48.79596,5436.81073,2459.54011,0
0113,2348.95812,-1321.6062200000001,21031.66292,12544.144330000001,4865.95597,28267.12771,6968.42073,1
2594,2583.0,-1015.0,20426.0,0.0,152.0,16484.0,12772.0,0
6420,430.43685,-123.84554999999999,7780.45825,3634.3965599999997,4474.40657,25986.913099999998,15490.466030000001,0
4618,748.92069,-350.61339,18830.8194,1538.99958,2532.1765299999997,16376.52599,8086.52829,0
9411,-1860.4761400000002,-1647.22178,21848.29305,65.955399,1874.70618,197193.55112,182574.46588,0
1393,2588.33471,-236.33131,22311.47122,452.58348,843.84042,21137.34491,14817.308930000001,0
1091,1534.3050099999998,-247.49498,21048.33165,4724.89833,4839.69468,28958.24441,17118.25104,0
6420,145485.31,0.0,145541.449,0.0,0.0,974863.369,974406.117,0
2651,2135.0,-344.0,19092.0,0.0,8.0,13963.0,8954.0,0
4617,1385.6473099999998,-107.13378999999999,21341.1322,9.34091,3.51409,14358.97595,11664.167440000001,1
9200,2654.27473,-1967.3162100000002,20186.53346,569.00274,368.48474,13739.847600000001,9356.95874,0
4729,291.32247,-432.24349,18002.81023,2209.21393,1897.8966999999998,7591.7485799999995,2039.4515999999999,0
1091,397.3004,-133.39320899999998,19381.90553,684.44151,237.06424,6122.47676,1936.1800899999998,0
1102,3295.4029499999997,-1011.35667,21139.559269999998,2213.4286899999997,4315.1753,29176.0966,17037.8991,0
4754,693.279,-172.227,21803.462,0.0,0.0,7239.6179999999995,631.006,0
4754,1007.563,-189.002,21411.503999999997,0.0,0.0,7634.918,492.134,0
6619,29.75824,-289.45715,21831.22464,0.0,0.0,6065.67987,1025.6373299999998,0
1043,2639.52146,-975.26451,23220.28592,3672.2223599999998,430.63623,31111.786379999998,17979.817929999997,0
1039,801.744,-1367.4650000000001,20691.542999999998,8502.614000000001,19095.434999999998,41489.182,11021.111,0
2223,273.97458,-212.49029,18292.89445,92.27907,2778.35191,7955.60603,2854.10761,0
3109,284.14202,-356.94605,22650.37616,0.0,89.04071,26681.61666,24411.8376,0
6420,278.107,-516.431,22650.376,0.0,90.578,107967.212,105610.022,0
5510,4893.42717,-1279.81077,20830.848459999997,17884.17957,3940.15949,31071.593999999997,4887.1485299999995,0
4649,255.75071,-21.844559999999998,20103.52165,351.56815,1819.34703,6443.36104,809.85298,0
4299,522.60402,-230.75057999999999,14989.68231,168.12796,2122.6811399999997,7517.24007,3427.76159,0
4619,429.045,-16.425,21819.711,0.0,0.0,20784.153,764.977,0
4511,492.75737,-99.21032,19283.10761,383.13478,4257.83204,7662.55135,2224.32706,0
3030,2846.984,-1731.438,20666.275999999998,4018.973,2327.886,23277.961,10635.217,0
6209,603.09948,-638.70526,14189.02448,2189.63611,966.65506,7934.51378,1545.92429,0
6420,2409.62568,-25.49816,2840.13532,0.0,2479.72887,189231.94997,22651.101049999997,1
5210,7677.0,-8474.0,27354.0,50.0,0.0,137670.0,41567.0,0
7112,1311.53379,-658.9267,18540.432559999997,1159.2801499999998,1744.34018,18752.55593,12244.26684,0
4669,2107.6839999999997,-197.218,21808.174,0.0,0.0,11667.161,8133.958,0
4511,401.051,-53.188,21105.811999999998,0.0,2722.707,4843.594,1482.4009999999998,0
1102,727.18825,-1123.7257900000002,19633.42358,5966.51881,5061.47373,42960.590050000006,13320.23629,0
2740,-425.251,-282.084,21794.118,0.0,0.0,7131.718,-982.224,0
4641,1781.4399999999998,-5.172,25290.944,0.0,0.0,23364.035,19930.755999999998,0
2059,767.5318,-959.59331,20309.35412,443.92442,1573.88834,15429.8824,3603.76428,0
4511,444.90215,-95.79448,20067.23805,381.94452,822.06279,7549.47661,2739.1758999999997,0
2651,754.951,-325.214,19897.995,404.426,1193.398,11331.652,5602.492,0
5210,879.017,-2937.38,19583.218,0.0,149.57500000000002,36892.162000000004,4970.018,0
7735,9173.0,-9523.0,20831.0,103694.0,12249.0,226199.0,79929.0,0
2221,382.46410000000003,-284.76952,16431.84987,3948.43957,351.91893,25526.51812,16129.50004,1
4211,9449.916000000001,-7341.238,20843.565,219687.829,9066.044000000002,280663.265,26554.465,0
2442,266.0,-1096.0,21780.0,0.0,37.0,8042.0,3676.0,1
4511,-122.59237,-53.298410000000004,18632.19358,0.0,4074.7707299999997,6175.93815,1464.09079,0
4638,1035.0944299999999,-357.92559,17302.064589999998,746.63408,5445.13155,8853.239360000001,1780.67583,0
4941,1644.9672099999998,-1071.47033,20148.193199999998,441.15627,1074.2274799999998,20914.735959999998,12348.600770000001,0
4110,160.78205,-26.10079,7622.53711,0.0,0.84906,6558.35034,2888.28735,0
8731,1139.0,-66.0,16953.0,2591.0,6022.0,13519.0,3715.0,0
3518,5227.0,-3951.0,15215.0,33147.0,5626.0,56991.0,14702.0,0
2222,1910.1837099999998,-1360.77049,19305.44374,4355.88839,3188.3160399999997,20215.43403,8568.53296,0
1512,1006.1694200000001,-111.12317,21915.11884,0.0,0.0,8727.002970000001,4579.67577,0
1621,630.6819,-326.11948,21158.44213,650.16937,283.2865,11959.22242,5204.3285,0
4621,119.24412000000001,-34.420840000000005,21756.77966,0.0,6171.94103,16456.161969999997,2035.66358,0
2410,2354.082,-853.372,33472.438,267.428,123.47,24912.328999999998,9044.009,0
7711,-2026.932,-8951.338,21750.942,18206.134,16326.070000000002,45613.061,6048.604,1
4511,868.39063,-28.80003,19162.272539999998,0.0,309.47534,3602.37808,1012.48931,0
1102,466.68917,-355.09095,18809.043879999997,2106.923859,3405.38462,13492.56034,1951.3999199999998,0
4677,289.40941,-1.5,7406.64838,765.84627,0.0,2537.4607499999997,231.3407,0
4677,-419.22888,-774.91042,16978.371328999998,201.48583,2787.1127699999997,11839.556630000001,6693.51389,0
4121,184.21843,-64.51012999999999,22029.71018,1657.3665099999998,1804.35753,23404.74943,8009.4897599999995,0
6209,421.019,-3569.326,21631.631999999998,0.0,0.0,20446.825999999997,3512.298,0
6190,-19699.0,-140.0,21745.0,0.0,0.0,28522.0,-6320.0,1
5210,452.026,-2763.677,18798.357,0.0,287.124,36565.669,11558.17,0
2732,1531.0,0.0,21743.0,0.0,111.0,8935.0,2152.0,0
4649,859.87882,-118.6694,21152.048919999997,787.30924,1049.787159,9918.55183,4087.24314,0
2229,1116.30225,-1118.40785,20695.46398,5239.95353,4673.21649,30065.03117,10093.15271,0
6420,12483.0,-595.0,21738.0,0.0,155.0,164974.0,136681.0,0
4121,4204.77646,-59.929100000000005,20929.555979999997,10508.759090000001,887.36531,39181.6354,25962.223319999997,0
6420,113733.63399,0.0,115609.00568,0.0,0.0,414971.42028,277031.56866,0
7311,134.0,0.0,23880.0,0.0,0.0,3894.0,149.0,0
4632,-205.454,-339.499,21728.995,725.665,3316.85,20005.87,2686.308,0
2932,5921.647,-25.018,7876.099,0.0,3.325,119495.83499999999,-1143.382,0
6202,774.40707,-56.731500000000004,12176.27317,0.0,0.0,3534.6308,781.89867,0
4634,1009.26587,-99.93732999999999,19742.17423,1047.9290099999998,3450.6888,13249.56982,5374.48895,0
6622,201.86610000000002,-224.67785,18162.650129999998,1366.58091,1147.3892899999998,5663.33076,2378.95039,0
6202,1979.5513899999999,-14.93862,14617.766020000001,418.24248,687.18831,8052.35057,2595.5528799999997,0
4646,-1217.7721600000002,-1088.2435200000002,19339.20715,0.0,0.0,22400.08105,4134.748869999999,0
2020,1113.46429,-81.33471,21707.23247,0.0,0.0,10327.44281,5547.50213,0
4110,5288.44481,-420.66593,11434.850390000001,232.75905,23.68014,112484.53219,106325.51947999999,0
8610,-358.0,-1762.0,21069.0,3086.0,2140.0,51888.0,18225.0,0
4646,1312.95768,-193.04393,21303.646849999997,1016.43414,2439.32609,16611.58797,9003.98236,0
4672,-967.407,-281.125,18800.367,0.0,1221.81,30597.518,27569.764,0
6420,4900.03367,-231.55955,22450.019259999997,0.0,44.856739999999995,24698.06006,20164.78575,0
4675,688.02874,-23.1638,20423.37283,630.76695,0.039060000000000004,7239.11446,1891.6484799999998,0
4941,321.45479,-338.97898,16319.909800000001,922.27334,404.72445,6641.85123,520.51327,0
4511,-15.477950000000002,-59.50781,22877.562439999998,0.0,5006.67514,6949.25737,1122.30966,0
4711,1672.80831,-198.71934,21693.98837,8.0,22.606640000000002,12915.675270000002,9514.2379,1
4617,439.11835,0.0,23725.78211,6.66648,1204.2587299999998,2838.62499,671.86154,0
2829,144.3546,-440.19743,17480.3066,0.0,32.514599999999994,17437.44251,10126.014700000002,0
4643,744.97016,-130.23572,21569.02858,14.0,0.0,18651.72139,15650.30248,0
4511,-704.66081,-249.52356,22275.22837,2811.74957,1145.45002,8524.39176,854.19958,0
4652,97.82357,-119.32521,17004.96287,77.85827,77.19638,13970.531620000002,10386.3412,0
4511,164.26556,-67.38203999999999,20405.84794,0.0,4916.36223,13930.449830000001,8449.15257,0
6209,559.596,-58.154,16686.282,0.0,0.0,6173.128,3027.276,0
5811,564.88221,-687.07043,18807.50042,1385.3103099999998,890.93715,16831.881309,11061.063320000001,0
0142,519.01,-109.917,17628.629999999997,919.01,3822.641,8204.177000000001,1544.721,0
4690,530.8738,-40.120670000000004,19161.40609,0.0,0.0,5411.64285,2206.81662,1
1419,3216.44775,-150.23659,18464.49887,0.0,0.0,11140.577150000001,8111.32614,0
8413,26545.557,-13.010000000000002,28229.644,0.0,0.246,90305.628,85461.685,0
6820,9456.20536,-3100.65753,21740.31163,257234.2047,4908.52377,320528.72525,41243.14267,0
4511,-8.814,-153.878,22361.060999999998,0.0,4747.274,7108.342,1612.751,0
2592,-1520.201,-972.424,21648.693,0.0,18774.175,69200.904,439.88,0
4643,746.50882,-10.984380000000002,18959.055689999997,214.18899000000002,1019.5831900000001,7601.82461,1623.2971699999998,0
2932,1292.9989999999998,-356.82,22956.281,5037.214,7536.798,47024.749,10436.677000000001,0
3523,600.50145,-13.57338,9814.26955,12.0,244.40364,1297.6715199999999,409.06324,0
6920,1538.92264,-1548.13911,21751.9596,6026.78421,4590.57143,32296.3861,13034.071310000001,0
2932,73.38300000000001,-481.113,21635.778,1449.0,3015.633,12094.369,3497.232,0
2059,691.05555,-350.9944,15467.07242,2217.20493,7145.24692,14555.424770000001,2587.41479,0
4511,-0.93209,-79.02843,12434.434720000001,512.52736,2979.9426,5003.04413,921.19304,1
4638,486.36669,-243.78252,18636.58623,0.0,1174.6077699999998,7853.0271299999995,654.50275,0
4772,478.64248,-649.21042,20642.22535,831.91811,3421.60286,12589.02815,3456.38168,0
0113,898.54128,-597.48096,20590.59361,463.54326000000003,5697.47168,11881.581660000002,5029.75592,0
2512,623.31564,-237.63523999999998,13609.553510000002,561.59667,3013.52305,9734.693860000001,1818.7567299999998,0
2369,335.93303000000003,-281.44666,18775.37052,1205.9759299999998,3407.92893,14544.470720000001,4788.77498,0
2813,89719.586,0.0,67338.36099999999,0.0,0.0,348149.612,344890.592,1
2120,-4471.84,-3422.741,15592.130000000001,2488.17,2843.74,34014.884000000005,6404.847,1
4645,644.239,-26.714,21610.716,0.0,284.813,13403.507000000001,1933.33,0
2815,1045.9406399999998,-651.27803,11267.894160000002,13371.27051,2566.5599199999997,30950.62518,9866.909220000001,0
6629,2094.0,-151.0,18807.0,0.0,0.0,8582.0,4765.0,0
4690,-534.365449,-44.35051,22199.70813,562.73659,1500.2665599999998,15655.498720000001,9396.708700000001,0
2229,3567.0,-324.0,18091.0,847.0,2807.0,16847.0,8248.0,0
8610,1848.0,-783.0,20974.0,503.0,362.0,17266.0,7236.0,0
6512,0.0,0.0,18536.273999999998,0.0,0.0,43015.312000000005,11891.589,0
1013,1644.5135699999998,-223.40851,16758.1913,262.70628,163.4178,10800.700850000001,6550.73486,0
2110,1112.0,-1861.0,19187.0,0.0,287.0,30950.0,25173.0,0
6612,2696.34839,-26.84339,25957.20835,0.0,0.0,30214.35674,20127.85355,0
1013,2197.87425,-254.28314,18269.52864,105.68740000000001,149.57492,13503.98687,10957.09325,0
4774,2075.4209,-59.77535,17785.34231,0.0,44.08135,8961.7055,5006.87374,0
2592,1807.6149999999998,-338.618,20641.224,28.581,528.351,8265.472000000002,5552.21,0
4941,351.21783,-297.48914,22076.05059,1661.72236,1514.2269199999998,12961.715470000001,6100.23686,0
2042,1495.4771099999998,-711.06673,22517.577149999997,2828.5488,841.79274,29116.77592,22605.75319,0
4941,723.84611,-378.44392,19456.04368,1319.32729,457.26629,9165.898060000001,1587.98669,0
4520,-578.56793,-653.19911,18270.30185,1329.39959,328.11727,15171.64573,11259.885180000001,0
2445,362.13358,-116.65839,21579.301939999998,49.99005,4434.09091,10430.77974,5264.39236,1
2221,1681.4950999999999,-399.86498,18979.53022,297.32899,1494.8710999999998,8858.67655,4304.8976299999995,0
2640,553.22047,-126.89945999999999,21576.72026,0.0,0.0,16021.08525,-1190.44395,0
4674,218.67523,-143.99626999999998,19747.982509999998,0.0,168.48992,13258.27273,8995.2242,0
4211,547.339,-428.452,15670.720000000001,409.61,295.272,23421.186999999998,16585.523999999998,0
6910,173.57588,-243.11717,23914.96787,31.882,3907.05644,9276.479860000001,348.73806,0
5510,425.74604,-1097.19622,19715.367909999997,1150.28099,2037.3889299999998,10977.50444,3585.76277,0
6420,548.0,-859.0,27671.0,135115.0,223.0,477621.0,87710.0,0
4520,560.70074,-510.9709,21262.193769999998,2744.77187,729.03096,8805.630580000001,1408.2326699999999,0
3518,-4118.0,-5643.0,16863.0,98.0,161.0,74125.0,44836.0,0
4631,326.02398,-287.72808,15670.002670000002,1843.86378,4740.23586,9945.18116,2411.6496199999997,0
2562,1840.4509999999998,-1495.096,20503.391,2737.908,740.14,23448.26,16285.730000000001,0
4671,241.83073000000002,-54.68106,17047.525858999998,390.72633,1650.8398399999999,4210.638468,458.11815,0
4519,433.2445,-83.37772,15901.023280000001,1330.54982,4990.25701,9081.01137,2131.56263,0
2361,-277.97798,-1054.2141900000001,18415.243739999998,17268.82047,2362.57473,53370.4198,788.44244,0
6420,2697.97,-2350.119,20305.588,675.35,2313.888,58160.896,21419.647999999997,0
4669,-149.42263,-23.173,21549.39301,0.0,0.0,10308.59604,554.58249,0
6910,5.34039,-311.22573,19640.36162,0.0,0.0,2840.89495,-957.82157,0
4638,342.38966,-102.13440999999999,19630.5965,1281.48731,2051.1148399999997,8079.78705,892.75046,0
4531,467.09255,-17.714019999999998,16971.41735,0.0,2.28934,6693.21516,1186.53747,0
1711,171.32825,-1067.75359,17303.586479999998,7867.6521999999995,9458.82365,30882.2709,10034.45656,0
4511,-141.15518,-86.98634,18980.876239999998,45.83329,57.437529999999995,8157.12306,3967.14157,0
1039,2437.33189,-527.27381,20371.70107,2326.8326199999997,10598.08322,29227.08181,12953.34467,0
4652,825.54411,-165.18542,22878.14859,780.66371,4252.16683,20424.687309999998,10566.56272,0
2790,-2490.1130000000003,-3021.1240000000003,21533.489999999998,383.333,4343.561,44455.816000000006,13502.074,0
4631,1925.98266,-421.12446,21533.29886,1346.97731,1175.2029,16664.575,9560.62023,0
4631,30.92761,-5.17032,20379.25534,0.0,350.74921,4105.82133,93.92999,0
4730,1583.91403,-155.20114999999998,21329.34852,0.0,0.0,65158.17992,64026.01146,0
2332,1237.8404799999998,-656.99488,21984.64491,1622.68034,4580.4517,15961.41005,1065.14022,0
7022,-140.0653,-1099.64207,22082.45582,143.78469,961.93162,32690.88513,27099.495359999997,0
5210,1369.645,-1504.8090000000002,21802.135,991.735,1620.6009999999999,12076.537,4339.294,0
2219,1312.693,-1225.2130000000002,19057.791999999998,754.651,988.211,21408.17,13863.481000000002,0
4941,225.1664,0.0,20905.47642,0.0,0.0,2839.26995,1063.86071,0
1084,2569.834,-2904.867,19740.606,529.87,227.774,52478.589,43490.455,0
7219,5242.0,-916.0,20278.0,349.0,0.0,16806.0,5853.0,0
4520,337.61822,-33.440769,18167.804799999998,0.0,2207.6964399999997,3649.38818,776.55279,0
4321,244.05206,-38.80158,18538.93726,376.12717,2537.0258799999997,7388.60469,2175.5388199999998,0
7711,866.18143,-4290.99371,21079.14451,12294.12102,4124.63346,26490.664129999997,5070.08451,0
4646,143.54208,-87.58166,20500.84821,150.84976,2236.5528099999997,5083.7578699999995,1349.88288,0
1107,3212.833,-1903.285,17388.470999999998,0.0,0.0,29132.468999999997,15430.987000000001,0
2512,868.5777,-94.48465999999999,22004.75451,942.15788,4816.04871,15377.3179,5844.43825,0
